County_States,2015_Tract_population,adjusted_hdi,unadjusted_hdi,unadjusted_income_index,adjusted_income_index,expect_edu_index,mean_edu_index,final_edu_index,le_index,Macroregion
"Codington County, SD",27750,807.4456707075695,935.657464435521,951.5686715506193,971.2223341745727,886.512905063023,845.5270231500825,866.0199641065527,982.5641025641022,Midwest
"Coffee County, AL",50884,748.6177218530902,867.260860452634,929.616536289326,949.2701989132789,854.458531310868,816.829290474089,835.6439108924785,860.5128205128204,South
"Coffee County, GA",43003,572.3164121518973,852.2795336249987,887.3150432543482,906.9687058783014,866.0429688853374,793.1299279765159,829.5864484309265,828.6923076923075,South
"Coffee County, TN",53448,428.8459620579468,851.6415839251512,921.5045704704261,941.1582330943794,829.4805272660727,816.2442227945302,822.8623750303013,827.076923076923,South
"Coffey County, KS",8458,906.5120177603034,900.465260026273,969.0994654611713,988.7531280851248,863.6068273170971,854.0093152811806,858.808071299139,877.4358974358973,Midwest
"Coke County, TX",3238,915.9493149960491,909.8226728177559,966.6355476876638,986.289210311616,878.0618187288935,842.472982461859,860.2674005953766,906.538461538462,South
"Colbert County, AL",54444,809.2569733067406,863.2822108732587,927.0349764371325,953.7321401974534,882.4948208055332,818.8397159792695,850.6672683924014,822.3668639053253,South
"Cole County, MO",76533,722.5085291410932,893.9192541968285,942.929338316316,972.1714241714548,862.022916467031,883.1894179214374,872.6061671942341,878.0769230769232,Midwest
"Coleman County, TX",8536,866.8244343170321,860.7573763371914,923.1869513309433,942.8406139548964,765.5091264382396,799.1606798779239,782.3349031580816,884.1025641025644,South
"Coles County, IL",53037,827.2207309936271,896.1097881022645,923.1155352860624,942.7691979100154,914.7984920206736,864.6395280584157,889.7190100395452,881.8461538461539,Midwest
"Colfax County, NE",10522,900.8619993345216,894.7292381798965,949.4298048331017,969.0834674570542,830.4286040737146,785.264495258777,807.8465496662457,934.358974358974,Midwest
"Colfax County, NM",12997,913.4414637685072,906.9895494027727,914.2696689127433,933.923331536697,891.108209396145,837.5589181400813,864.3335637681134,946.6666666666656,West
"Colleton County, SC",38004,434.8045746120135,863.4655121102236,905.3769653850391,925.030628008993,849.5978375727234,809.4599995136771,829.5289185432003,838.7948717948719,South
"Collier County, FL",341091,571.9039325644784,940.4642446615867,1003.8924755723601,1003.8924755723601,865.4776023582931,867.7140465641597,866.5958244612264,948.438127090301,South
"Collin County, TX",862215,631.4933657682986,959.869915967814,1007.8760692600749,1007.8760692600749,920.8833198704242,948.0217214947227,934.4525206825735,934.5538461538463,South
"Collingsworth County, TX",3058,851.485986015317,845.464957005043,913.393571637878,933.047234261831,764.990107686737,762.800519818064,763.8953137524,866.1538461538461,South
"Colonial Heights city, VA",17515,894.0464287321608,892.1731325349047,951.9937656627162,958.0028940772781,865.2740558109332,840.0860968771401,852.6800763440369,875.0769230769231,South
"Colorado County, TX",20757,887.5062925089265,881.4359156287126,944.6921617259152,964.345824349868,791.1264243872836,798.2858577997946,794.7061410935391,915.0769230769234,South
"Colquitt County, GA",46024,419.0607330192391,831.9935987936854,883.8225936188428,903.4762562427957,820.0324671158648,748.9336101585416,784.4830386372033,851.3846153846152,South
"Columbia County, AR",24327,523.0211697488528,865.3798870854367,905.3090315467992,924.9626941707526,842.6776958491067,823.1397744674456,832.908735158276,876.9230769230767,South
"Columbia County, FL",67806,794.4900523068437,860.59097663685,914.8336571466333,934.4873197705866,837.8982137763956,820.5038176019108,829.2010156891532,841.4685314685314,South
"Columbia County, GA",136204,686.7858210290922,910.0289955304427,966.1958527115632,984.3089902754012,872.8653546565516,897.2106245109646,885.0379895837581,895.7538461538462,South
"Columbia County, NY",62195,939.9660387207217,933.82060831321,989.1040078626975,1008.7576704866513,852.4266288237507,886.4431681464163,869.4348984850834,948.5641025641023,Northeast
"Columbia County, OR",49389,801.0714514158756,890.9234310843689,948.2361524539319,945.5413305733018,823.8548684810054,836.237739707842,830.0463040944238,901.025641025641,West
"Columbia County, PA",66912,845.0534067594739,902.3022505522912,936.9696566003797,946.7991546608429,895.7641281410955,851.4083055254558,873.5862168332756,898.6813186813184,Northeast
"Columbia County, WA",3989,901.022684738209,894.838411748755,941.413093488164,961.066756112117,814.808658392435,862.237288135593,838.522973264014,907.692307692308,West
"Columbia County, WI",56607,839.4757066602829,914.7355027734899,965.3538989020957,968.714225631621,869.8446109821865,861.5889742193084,865.7167926007473,912.461538461539,Midwest
"Columbiana County, OH",105987,843.7169220483866,874.2776967971286,928.1194528849105,947.7731155088637,851.754449492343,816.8890604581371,834.3217549752402,861.9397993311038,Midwest
"Columbus County, NC",57230,729.6924485432768,856.2509464149738,910.7970375279363,930.4507001518894,842.9212801015344,787.9268677526251,815.4240739270798,840.6993006993008,South
"Colusa County, CA",21396,710.7707016446066,882.2812773786935,926.4480277121141,946.1016903360672,853.8387261753402,743.7472074514644,798.7929668134022,917.3076923076925,West
"Comal County, TX",119632,571.2290629447381,911.245332042234,976.8873275692093,985.5925353575141,859.2452809260371,871.067778771112,865.1565298485747,908.0205128205126,South
"Comanche County, KS",2010,893.458013203008,887.295637932113,936.76295968577,956.416622309723,857.9533734469151,857.860732232592,857.907052839753,869.230769230769,Midwest
"Comanche County, OK",125531,706.0975077899388,864.3646366241398,919.5818195450759,934.4934330362651,863.2233003756673,839.2752877885126,851.24929408209,833.5917159763313,South
"Comanche County, TX",13623,655.5639183749328,867.8630335946687,909.9006071763763,929.5542698003301,794.3901640190995,774.1705433041193,784.2803536616093,930.7692307692304,South
"Concho County, TX",4086,884.285997914457,877.769718106173,875.9575054452829,895.611168069236,804.38561080087,698.152976966536,751.269293883703,1027.69230769231,South
"Concordia Parish, LA",20449,674.6693007716685,837.3075509616717,895.399032621102,915.0526952450552,806.9746787893184,772.5762306942474,789.7754547417828,831.1538461538465,South
"Conecuh County, AL",12865,837.0692476723495,830.968085982041,886.0535635718306,905.7072261957835,804.0979891566392,771.8755551464149,787.986772151527,822.4615384615385,South
"Conejos County, CO",8249,897.579219278249,891.1149776768984,897.8189838334405,917.4726464573935,837.0152009946435,811.3983659970675,824.2067834958555,957.6923076923078,West
"Contra Costa County, CA",1096068,789.037481020771,947.3869151849747,999.8625476344342,969.9488526765314,926.1102974266372,898.4803331805014,912.6656406731992,934.3356643356644,West
"Converse County, WY",14101,913.5909870758404,907.5133204845484,971.8381865769402,991.491849200893,768.0600424977115,846.0460327703211,807.0530376340165,953.8461538461537,West
"Conway County, AR",21110,869.1842834686803,863.106472366554,923.796758114328,943.4504207382817,829.5426299038081,815.2172630646086,822.3799464842081,846.923076923077,South
"Cook County, GA",17033,629.1758711122022,832.733457666612,892.513977432465,912.1676400564182,804.9928423092945,771.8809033264167,788.4368728178555,837.9487179487181,South
"Cook County, IL",5236393,881.0376318332858,907.2236612810901,950.1937704835565,943.4002858437843,904.8483476262695,863.7343605338068,884.2913540800382,890.5913760152891,Midwest
"Cook County, MN",5194,306.79891893492635,914.421436900774,989.3293523061136,1008.983014930065,704.5042212949604,935.2918118635895,819.898016579275,951.7692307692305,Midwest
"Cooke County, TX",38761,769.6334990573711,873.4873615518233,941.1898689159464,960.8435315398991,847.2013731721178,822.9830136342948,835.0921934032064,864.6153846153846,South
"Cooper County, MO",17593,881.4238214979077,877.5729877314272,928.6221451297284,940.889389447425,830.6026125914481,836.1617995180277,833.3822060547379,874.1538461538461,Midwest
"Coos County, NH",31870,900.4741545850607,894.3065275840411,943.574020734954,963.2276833589073,840.253556604094,836.7984365387089,838.5259965714013,904.6153846153848,Northeast
"Coos County, OR",62775,377.3598024389692,874.4227701015278,930.8407738428868,950.4944364668398,804.9219055944518,843.8905639297889,824.4062347621203,855.5164835164834,West
"Coosa County, AL",11027,861.1357005660597,854.8978527162803,891.3565089471107,911.010171571064,818.915267936884,756.169082598189,787.5421752675362,890.7692307692305,South
"Copiah County, MS",28921,570.1705897055327,850.3191506253768,891.3634947988448,906.9434975724957,894.2924623756904,789.2197191476947,841.7560907616922,828.8461538461538,South
"Corson County, SD",4149,854.110461021221,847.6914823895315,858.6407636560091,878.2944262799625,759.33343685364,819.5293062211399,789.4313715373905,900.0,Midwest
"Cortland County, NY",49043,837.0913308152781,906.7252916335175,922.2594028857501,941.9130655097033,897.9078606408781,871.8737614518199,884.8908110463486,921.3986013986014,Northeast
"Coryell County, TX",76128,871.8162301054662,867.8345494678151,902.4917103865272,914.9228784657033,833.3479773274926,835.9933345490476,834.6706559382701,870.1052631578946,South
"Coshocton County, OH",36724,877.4261201374787,871.221304006277,913.53051286337,933.1841754873233,848.5214598065446,805.4249447866932,826.9732022966189,877.3846153846155,Midwest
"Costilla County, CO",3581,880.6420622517201,874.4711963820685,921.6075108013961,941.2611734253494,805.6810088060085,781.2417878495675,793.461398327788,915.3846153846155,West
"Cottle County, TX",1510,902.9752621619132,896.5179480530991,903.035860974356,922.689523598309,972.222222222222,762.436868686869,867.329545454545,920.0,South
"Cotton County, OK",6112,883.5775197848159,878.8706288432201,923.1548772517905,938.0664907429796,838.3592167649986,808.4573804315905,823.4082985982946,894.6153846153845,South
"Cottonwood County, MN",11632,906.9488042806063,900.7371357675075,943.2158344426673,962.8694970666203,846.5252308390768,833.5165287634564,840.0208798012668,923.0769230769238,Midwest
"Covington County, AL",37886,860.0233632267438,853.9382571193595,912.8568480755823,932.5105106995355,825.5549904744066,789.6859661038626,807.6204782891346,845.3296703296703,South
"Covington County, MS",19471,632.0434041146545,836.4927747281816,877.036552664944,896.6902152888972,823.115172918183,798.5960381442045,810.8556055311935,816.923076923077,South
"Covington city, VA",5736,866.1996350937854,860.0662893422445,912.2725643686115,931.926226992565,826.0952254213515,794.791601587718,810.443413504535,860.769230769231,South
"Coweta County, GA",133416,588.6399144265307,903.7402234859668,961.762841991325,967.771970405887,846.9054279972761,864.03116150689,855.468294752083,888.2840236686391,South
"Cowley County, KS",36079,890.1829594386651,883.9527218464522,923.5190628710444,943.172725494998,885.2400596111912,841.0978818848745,863.1689707480328,867.4125874125874,Midwest
"Cowlitz County, WA",102338,618.1554524058567,869.8029662139519,925.41278030804,934.5988025013852,827.6810420903745,818.4511494693778,823.0660957798763,869.3212669683259,West
"Craig County, OK",14744,871.3235810951804,865.1452469843498,911.0564467703337,930.7101093942867,848.9104444124989,814.130616830692,831.5205306215954,856.0,South
"Craig County, VA",5212,901.692089968294,897.286589891571,928.870825638138,942.619827431257,885.093126368413,814.185502727981,849.6393145481969,915.384615384615,South
"Craighead County, AR",101409,623.6864114989555,873.9025083742434,918.3580505449788,948.5195289606709,901.7090020672115,845.4965089594684,873.6027555133397,850.6410256410257,South
"Crane County, TX",4730,867.814246567701,861.834661207786,937.703180099751,957.356842723704,820.407353106879,742.025985972174,781.216669539527,873.846153846154,South
"Craven County, NC",104450,675.7160729908634,880.190226180999,936.6331892786026,958.1913046874797,823.8015598110638,845.8606713584321,834.831115584748,871.3653846153845,South
"Crawford County, AR",61748,548.9786337854065,855.2288496864047,910.2901407301634,934.1303733484193,819.7081741826183,800.4107978480662,810.0594860153421,849.2307692307693,South
"Crawford County, GA",12539,867.8896469086209,861.2619827708808,919.182679342426,940.566667087779,841.3715556028427,783.3046950452696,812.338125324056,855.897435897436,South
"Crawford County, IA",17252,718.620979079455,892.202167815657,946.7975429711147,966.4512055950679,832.5012218947124,795.8084415379416,814.154831716327,901.5384615384614,Midwest
"Crawford County, IL",19541,897.0378439457667,890.9423973012713,951.2250432818722,970.8787059058267,848.3940875737067,848.5398086135314,848.466948093619,876.9230769230768,Midwest
"Crawford County, IN",10591,869.7042047986221,863.49036426154,903.8953844194433,923.5490470433964,845.3445349173339,793.634544733415,819.4895398253748,869.2307692307694,Midwest
"Crawford County, KS",39304,813.3661970448873,888.3573245182743,910.5838358936708,930.2374985176243,909.917895660959,873.4078726589665,891.6628841599628,873.2307692307692,Midwest
"Crawford County, MI",13895,892.3410155324633,886.1327104674408,928.5550916299171,948.2087542538702,842.6877001089606,833.2226952394252,837.9551976741928,894.6461538461539,Midwest
"Crawford County, MO",24660,577.3733923040727,859.904062071863,905.3101871515593,924.9638497755128,830.3193967723024,782.908589150947,806.6139929616248,849.2692307692307,Midwest
"Crawford County, OH",42725,873.2519748943159,867.1511044340431,924.7279240834691,944.3815867074225,818.9610820623378,815.9405763828757,817.4508292226067,863.0769230769231,Midwest
"Crawford County, PA",87343,888.3894651526816,882.2148986302658,929.5829791535515,949.2366417775048,831.8144360609577,836.0260427412721,833.9202394011153,888.1270903010034,Northeast
"Crawford County, WI",16483,902.67912006721,896.433959480359,933.888741244727,953.5424038686803,850.2315172219301,831.3058852207499,840.76870122134,917.538461538462,Midwest
"Creek County, OK",70761,785.8701470266517,864.195457638355,928.8287233915391,943.0748920559896,826.0525716242105,811.3358845877457,818.694228105978,851.578947368421,South
"Crenshaw County, AL",13938,857.6646528216261,851.6202801930862,916.5095775193314,936.1632401432847,830.8148459923078,777.8449318996181,804.329888945963,838.7179487179484,South
"Crisp County, GA",23314,867.1383712233514,860.9662247571658,907.6801528752516,927.3338154992044,884.4833353625046,782.8491012535378,833.666218308021,845.3846153846154,South
"Crittenden County, AR",49765,725.863075485421,849.7280596926796,887.0121658142352,900.4306297700399,862.7353970523761,783.0117665074554,822.8735817799159,820.1176470588235,South
"Crittenden County, KY",9222,846.7359657981323,840.7830498522138,918.5117044227437,938.1653670466969,742.3025478469402,775.871727583707,759.0871377153237,853.4615384615385,South
"Crockett County, TN",14600,853.8559542751478,844.695803265024,905.9547573119158,935.7478069318429,810.1901901320288,774.3223252529378,792.2562576924831,840.0000000000002,South
"Crockett County, TX",3699,879.875150167132,873.920011030652,954.873779909055,974.527442533008,778.2129325189629,756.724683544304,767.468808031634,910.769230769231,South
"Crook County, OR",20956,218.28290554078276,871.626117065512,921.5986050005962,926.35545074972,796.4980127091301,823.6223040839967,810.0601583965635,844.615384615385,West
"Crook County, WY",7229,954.2693039456931,947.9937686196236,983.1152172530806,1002.76887987703,827.9830147677695,851.884802780981,839.9339087743756,1032.30769230769,West
"Crosby County, TX",6007,858.050908736641,854.8092239719493,903.4200980928514,913.7340083206027,822.0885829040853,731.8416319684393,776.9651074362623,890.2564102564103,South
"Cross County, AR",17467,844.8092551280643,838.7574488567908,902.0299808579317,921.683643481885,800.0099022683661,784.0560484658753,792.0329753671207,827.6923076923076,South
"Crow Wing County, MN",63048,633.2956679641462,914.9660939102115,963.0173093942898,982.6709720182429,854.7809302245116,870.328493992552,862.5547121085319,924.6153846153846,Midwest
"Crowley County, CO",5551,0.0,,817.475199073821,837.128861697774,853.789693159591,793.374508702976,823.582100931283,,West
"Culberson County, TX",2296,837.393213490415,831.317213995273,889.817506193718,909.471168817671,807.380002240629,660.0138600138599,733.696931127245,880.0,South
"Cullman County, AL",80965,674.5195842096555,861.1224651640915,916.961799151197,936.6154617751504,858.3031413890747,802.4672088977624,830.3851751434186,843.5164835164835,South
"Culpeper County, VA",48424,654.1964647132875,880.5480495953361,956.2468670716245,929.8433387540317,813.2201111364853,818.9652527712012,816.0926819538436,902.3076923076925,South
"Cumberland County, IL",10943,894.8340810696767,888.6101253128669,928.830299508755,948.4839621327079,866.4295831710374,819.0776844258761,842.7536337984566,896.4102564102567,Midwest
"Cumberland County, KY",6807,848.6200746661966,842.4836846002429,892.9986555355625,912.652318159516,837.2208359265264,772.239545817576,804.730190872051,832.3076923076925,South
"Cumberland County, ME",286119,731.586277314303,943.1023079816925,982.9809942964729,981.4779397919772,903.5762687685783,931.726991153833,917.6516299612058,928.7692307692311,Northeast
"Cumberland County, NC",324603,619.4788976395224,872.9593023675794,921.235390052511,935.9803673090632,853.9096806475387,851.3802349320531,852.644957789796,847.0266875981163,South
"Cumberland County, NJ",157035,660.2210905682267,855.8900921517317,906.2439438941283,906.0929636403,848.6574240557193,766.6370532241133,807.6472386399162,865.2197802197801,Northeast
"Cumberland County, PA",241427,773.0507784230148,921.9327846987057,970.1562020907755,976.3225983294128,879.4236133490224,891.3144466753258,885.3690300121743,918.8667917448404,Northeast
"Cumberland County, TN",57455,682.8520187970449,862.9905806634306,920.7179956491447,940.3716582730976,819.2620613667021,811.2079630399674,815.2350122033347,861.5804195804195,South
"Cumberland County, VA",9859,443.93647769037,881.7728154610039,933.3288221893749,952.9824848133285,862.700444296435,784.3206143985915,823.5105293475135,853.846153846154,South
"Cuming County, NE",9078,916.5356554002547,910.2908717862338,948.3794138272707,968.033076451224,859.879674666678,836.7436194269734,848.3116470468259,937.9487179487181,Midwest
"Currituck County, NC",24492,558.1869828333611,892.1585739370333,962.8913140385204,965.9430487682199,854.2247871782756,852.3081407226322,853.2664639504538,861.2820512820512,South
"Curry County, NM",50497,722.8157799486511,861.1596408029245,911.905710051115,931.5593726750681,841.9145034384543,817.8210457036413,829.8677745710478,863.7384615384615,West
"Curry County, OR",22338,439.2642856089178,872.4990054681974,941.4024893966683,961.0561520206214,787.9672207464503,857.7812840853906,822.87425241592,873.0769230769233,West
"Custer County, CO",4303,0.0,,930.240831281389,949.894493905343,840.529997309658,909.087313359043,874.808655334351,,West
"Custer County, ID",4234,945.507209456809,938.949989938872,931.570197792493,951.223860416446,842.8968376483041,863.446739570676,853.1717886094899,1041.53846153846,West
"Custer County, MT",11945,893.8898782938041,887.7837311411309,945.6392183198567,965.2928809438104,841.9152899180189,855.044577406628,848.4799336623232,873.3333333333334,West
"Custer County, NE",10802,910.7341695946385,904.6474159713596,967.3412536275274,986.9949162514807,808.8815552855959,859.9100430127063,834.395799149151,918.076923076923,Midwest
"Custer County, OK",28978,523.6516191409368,866.43923676216,920.0938938765592,939.7475565005125,900.4465923564642,829.2936617149232,864.870127035693,870.7692307692311,South
"Custer County, SD",8394,916.2978100489036,912.1611769197166,969.7323708696745,982.985836740937,817.644467090312,874.280208633775,845.9623378620435,925.3846153846155,Midwest
"Cuyahoga County, OH",1263189,761.8740338568904,894.7370600103328,930.6171791713203,950.2708417952737,885.6626920150092,855.2358316796403,870.4492618473248,872.4361659283124,Midwest
"Dade County, GA",16445,660.3702191538492,875.4480048109075,923.0900642682166,939.1733070343976,902.062697160663,797.4359769313335,849.7493370459982,863.0769230769233,South
"Dade County, MO",7618,880.2008512230304,874.0152842854875,919.1909103637524,938.8445729877064,833.7102922574655,815.709914566007,824.7101034117366,880.7692307692305,Midwest
"Daggett County, UT",776,901.888518795548,895.60198893381,926.790165301956,946.443827925909,793.2843208266939,851.3115802943059,822.2979505605,942.615384615385,West
"Dakota County, MN",408456,833.1197954439466,943.3522519483969,996.396020408364,992.8135031343978,884.2408326820524,921.8168657803326,903.0288492311925,935.0366300366301,Midwest
"Dakota County, NE",20798,671.1896309474103,889.2623645917364,918.9362921278384,937.0494296916755,842.81577096151,747.3054833451317,795.0606271533208,905.1282051282054,Midwest
"Dale County, AL",49866,879.9729387248383,873.8583341949683,929.8867266359747,949.5403892599277,831.9815141095115,822.8089985803811,827.3952563449463,868.3076923076924,South
"Dallam County, TX",7014,878.0659792848585,871.975739450109,931.5172662586175,951.1709288825715,847.6102095444651,768.6557202621335,808.132964903299,880.7692307692305,South
"Dallas County, AL",42154,735.771616126863,842.8157829514377,891.7887976654184,911.4424602893718,871.236641369375,791.7514573706892,831.4940493700323,808.1656804733727,South
"Dallas County, AR",7868,850.8176288328681,844.7006552679783,898.1803103490817,917.8339729730346,815.4733920496493,791.8856869548887,803.679539502269,835.0769230769228,South
"Dallas County, IA",74892,816.7525826156931,939.9613439613466,994.8558031073533,1002.6039492059414,869.9470301443587,916.0155210040932,892.9812755742261,949.4674556213017,Midwest
"Dallas County, MO",16564,567.8027613048326,845.7853870937545,890.0391202795214,908.8349967745777,771.8664211938867,801.920413763179,786.8934174785327,873.076923076923,Midwest
"Dallas County, TX",2485003,652.3438751229028,891.7051936434511,941.5282330342568,941.5282330342568,871.3767723302516,818.0482149743145,844.7124936522831,891.3988530749457,South
"Dane County, WI",510198,781.9752485396313,949.7167708773878,982.1942935836925,985.5546203132178,916.1681221053498,959.7172069170533,937.9426645112013,940.7692307692312,Midwest
"Daniels County, MT",1758,926.156272931635,920.093248558568,987.656891269454,1007.31055389341,806.047012568752,863.752825923135,834.899919245943,944.615384615385,West
"Danville city, VA",42450,805.7312781525948,853.335556377067,908.438176116672,928.0918387406251,878.8515246230872,795.2892662897171,837.0703954564018,821.3269230769232,South
"Dare County, NC",34863,670.4387597460687,915.6968596456549,967.5776982705959,987.2313608945494,883.9106629458087,870.1037014743736,877.0071822100912,906.8307692307692,South
"Darke County, OH",52356,747.9540386829771,891.3046446929072,930.217777068363,949.8714396923164,856.0343304932607,816.9299048280712,836.482117660666,906.4615384615385,Midwest
"Darlington County, SC",67922,703.370321483636,858.465316496689,905.0663272586734,928.2006906888391,883.5870697879812,804.7800373200539,844.1835535540175,823.0414201183432,South
"Dauphin County, PA",271094,835.4180058431831,903.1017142991428,954.6995603632654,960.8659566019031,849.9381786384436,860.7875778316909,855.362878235067,896.8717948717948,Northeast
"Davidson County, NC",163867,675.9905268690648,878.6793769271663,927.0687336729419,943.9944534214927,877.7948082695453,810.6854938932265,844.2401510813861,862.0532544378698,South
"Davidson County, TN",658506,791.1518641780499,900.3833644857261,948.1923517220604,957.6997692097988,879.1334994135544,878.8262680396873,878.9798837266209,870.870360408822,South
"Davie County, NC",41447,515.9702918437093,897.6507180681631,950.0776116596007,967.003331408151,888.3630318781876,840.2006250976593,864.2818284879233,875.7692307692307,South
"Daviess County, IN",32411,751.573987725461,870.7314740779284,922.688604909319,942.3422675332722,773.2000844102,790.8100369337133,782.0050606719566,877.9487179487178,Midwest
"Daviess County, KY",98173,855.8147083459585,888.3746083381873,932.5890575150863,952.7597396901418,874.6624024564027,837.4891077808454,856.075755118624,875.0209790209791,South
"Daviess County, MO",8277,853.539229550374,847.453185144682,905.7264301356149,925.3800927595685,754.385690097769,805.9586761006145,780.1721830991914,861.5384615384614,Midwest
"Davis County, IA",8742,867.9189788248165,861.9472894536559,938.7529920075109,958.4066546314646,655.7319278336976,810.5821046575304,733.157016245614,930.7692307692305,Midwest
"Davis County, UT",323374,752.6297365685102,921.4926275713023,949.582378301651,956.379488322481,867.9773921145826,906.566492716499,887.2719424155408,929.3776223776222,West
"Davison County, SD",19787,708.045373085032,937.6735766359853,950.2019015213868,969.8555641453398,911.0603381483518,872.1530905118155,891.6067143300835,957.4358974358973,Midwest
"Dawes County, NE",9136,945.5195170532727,938.9530651336355,930.2643561881765,949.9180188121305,962.839478335982,897.588560423151,930.2140193795669,956.9230769230769,Midwest
"Dawson County, GA",22673,0.0,,964.9035250585157,970.9126534730782,885.147844940111,846.2781873509363,865.7130161455237,,South
"Dawson County, MT",9365,909.9220231778496,903.831471874334,965.627767164443,985.281429788396,798.3572943953083,851.0816861044641,824.7194902498863,928.7179487179474,West
"Dawson County, NE",24069,894.1492560372702,887.9817988649371,936.8805919524884,956.5342545764418,851.3637490775817,781.7615052111623,816.5626271443722,917.5824175824173,Midwest
"Dawson County, TX",13542,858.6351676173836,852.4446655748677,898.8175313107425,918.4711939346955,809.440449849775,729.4284382510244,769.4344440503997,898.8461538461532,South
"Day County, SD",5618,890.971453017174,884.9054979953044,949.8874448923783,969.5411075163316,786.1624528638226,831.9867453856447,809.0745991247333,902.5641025641027,Midwest
"De Baca County, NM",2020,871.4506833986891,865.468204680544,941.225381995588,960.879044619541,802.248677248677,782.478941034898,792.3638091417879,869.230769230769,West
"De Soto Parish, LA",26965,726.4782494582057,842.9192042211786,922.7736327769688,938.0190712247493,829.3769604205312,781.5728517711233,805.4749060958275,818.4615384615387,South
"De Witt County, IL",16388,907.360831567642,901.2960757053106,966.9483634598625,986.6020260838152,849.5104373393211,847.7745196834824,848.6424785114016,892.6153846153845,Midwest
"DeKalb County, AL",71068,548.8785818887029,847.7366711144223,902.5714540073984,922.2251166313516,847.4548820461521,756.9238206383352,802.1893513422438,846.8376068376068,South
"DeKalb County, GA",716331,578.2836021720927,909.5226902889082,956.4117642648879,962.4208926794503,889.1394707220054,901.1684587944263,895.153964758216,887.9338296112489,South
"DeKalb County, IL",104345,828.9546848232293,918.4613030724797,929.9510996340223,923.1576149942501,924.4748293482179,886.3333983000335,905.4041138241257,926.4615384615385,Midwest
"DeKalb County, IN",42449,895.8656483840161,889.6686299417188,934.1670749583287,953.8207375822819,864.59539358517,827.115319863537,845.8553567243533,891.965811965812,Midwest
"DeKalb County, MO",12782,459.8022747347835,913.548059311998,898.966751385123,917.9337958660635,834.2044460505895,809.1858150491146,821.6951305498519,935.384615384615,Midwest
"DeKalb County, TN",19038,647.693534017791,857.6811396874147,949.9861633299267,969.6398259538801,825.10312888693,782.287283411467,803.6952061491983,828.205128205128,South
"DeSoto County, FL",34957,856.5186271023292,850.2787194501982,886.9467892175254,906.6004518414787,818.065512625266,742.0444484385166,780.0549805318913,891.9658119658119,South
"DeSoto County, MS",168586,692.8403482103832,875.1647249919254,936.9782231996459,950.3966871554506,875.9239089512976,835.844023716042,855.8839663336698,863.6094674556213,South
"DeWitt County, TX",20540,719.7220515437978,893.7572448116682,966.5869284363501,986.2405910603036,806.355603317651,785.1737071046894,795.7646552111703,900.3846153846155,South
"Deaf Smith County, TX",19245,875.7866882261105,869.5079247966895,901.268661468,920.9223240919532,892.9271090922875,733.0733545160444,813.0002318041662,897.6923076923077,South
"Dearborn County, IN",49679,650.6799824873393,924.0518942971779,957.601365705207,974.8653963037489,907.3800879585096,845.0486151392455,876.2143515488776,922.4175824175821,Midwest
"Decatur County, GA",27378,733.4401383984597,849.5359558584324,893.9938294939541,913.6474921179072,829.3827757529976,783.981075049536,806.6819254012668,846.4102564102564,South
"Decatur County, IA",8249,888.6505821066954,882.3368480392268,909.2475629885071,928.9012256124606,846.246328016964,829.5640591317239,837.905193574344,903.5897435897436,Midwest
"Decatur County, IN",26240,894.9012948949263,888.680538342518,929.4603557458418,949.1140183697953,830.6012229559883,825.4856512466095,828.0434371012989,912.5641025641025,Midwest
"Decatur County, KS",2905,0.0,,978.448332399463,998.1019950234195,900.6524065025069,864.462136605434,882.5572715539705,,Midwest
"Decatur County, TN",11686,659.783796016248,873.646711959531,932.3203501318495,951.974012755803,839.6290405914875,791.0227345726188,815.3258875820533,869.1282051282051,South
"Deer Lodge County, MT",9211,864.8718103857224,858.8640775501644,930.5186561652399,950.1723187891934,731.9357314996596,835.098572259541,783.5171518796004,869.74358974359,West
"Defiance County, OH",38669,894.4922813865134,888.3234690979016,936.9149224069276,956.5685850308806,847.2707189094078,837.8755858490343,842.5731523792211,888.7179487179487,Midwest
"Del Norte County, CA",27788,651.6890230737113,862.6274708007363,900.4469219628774,920.1005845868309,863.2589005385962,804.2173655627469,833.7381330506715,871.8241758241758,West
"Delaware County, IA",17507,905.4631252475077,899.3716306591017,960.8408279484885,980.4944905724417,849.2343651348145,828.1024369547278,838.6684010447713,903.0769230769233,Midwest
"Delaware County, IN",117335,751.2158402999565,860.8665855143294,893.4798453986174,911.7633786165974,877.4262214755764,843.1959650168376,860.3110932462072,847.6804733727811,Midwest
"Delaware County, NY",46901,646.1329762355246,898.1604342582689,920.7994740832818,940.453136707235,848.062386786699,844.2683967357009,846.1653917612,930.830769230769,Northeast
"Delaware County, OH",185433,820.0315733917154,953.3097332067347,1011.8666108880764,1022.666491716365,914.9682933858248,959.6092856490632,937.2887895174439,920.5282051282051,Midwest
"Delaware County, OK",41409,477.886158049271,854.0221240319754,921.843646871684,941.4973094956372,828.5602931388344,822.5574318337199,825.558862486277,856.6153846153845,South
"Delaware County, PA",561683,849.152346017935,915.4406900511955,970.4845812838273,961.2558163663118,905.1861197612325,896.7530060541712,900.9695629077017,883.9544159544159,Northeast
"Delta County, CO",30214,637.9378646821871,886.9746097356958,940.2446054017594,959.8982680257129,814.9416320346173,841.9029999223214,828.4223159784694,905.2307692307695,West
