County_States,2015_Tract_population,adjusted_hdi,unadjusted_hdi,unadjusted_income_index,adjusted_income_index,expect_edu_index,mean_edu_index,final_edu_index,le_index,Macroregion
"Lafayette County, WI",16835,909.9548701351505,903.7416643574577,946.4668390814788,966.120501705432,831.6428372081646,838.4461504693165,835.0444938387406,934.153846153846,Midwest
"Lafayette Parish, LA",231811,544.8510475340166,895.6328437017426,955.4133535985638,972.6773841971058,900.1031703006918,852.2823809594681,876.19277563008,884.9408284023667,South
"Lafourche Parish, LA",97474,731.0987321936251,873.1897400037585,942.6778310570427,956.0962950128467,871.9804872347368,775.152582978953,823.5665351068448,855.5824175824176,South
"Lake County, CA",64158,504.4912426138059,834.7083891902314,910.040325896303,929.6939885202562,836.6514033831941,808.0770634294483,822.3642334063211,812.991452991453,West
"Lake County, CO",7362,439.25652239874205,872.3672675738769,936.4266123933955,956.0802750173484,831.839690607501,860.5357586541086,846.187724630805,924.7692307692312,West
"Lake County, FL",310561,616.8623904357735,884.6904667421602,933.9795415850241,937.3398683145496,851.1992887207435,833.0008851810256,842.1000869508846,888.1341222879684,South
"Lake County, IL",702898,892.5903890107946,943.6513109339044,996.8756375719349,990.0821529321626,918.0329054543388,906.1427435198619,912.0878244871002,926.6465696465697,Midwest
"Lake County, IN",491596,751.6528541749229,863.2845245126244,913.4248024791859,906.6313178394139,881.9631636923594,818.1872777430536,850.0752207177064,841.6642011834319,Midwest
"Lake County, MI",11426,868.0049072123962,861.674481450591,885.2911891474513,904.9448517714047,826.9344101778738,785.0832025042528,806.0088063410635,897.6923076923077,Midwest
"Lake County, MN",10750,451.246441500211,896.350077293476,964.6710970818236,984.3247597057776,857.0534182484694,875.4534175624743,866.2534179054713,901.6410256410257,Midwest
"Lake County, MT",29157,676.8431678847604,896.1735120377122,931.6673801707435,951.3210427946971,802.3869605454773,867.5643077730151,834.975634159246,924.102564102564,West
"Lake County, OH",229437,808.7420263341904,911.4647161745422,964.162761633203,983.8164242571561,898.3385436338273,863.8978470393912,881.1181953366092,892.1277213352686,Midwest
"Lake County, OR",7842,884.6484595289601,878.390289438483,913.0001150068,932.653777630754,804.6869307272195,827.105480541137,815.896205634178,910.0,West
"Lake County, SD",12086,653.3865591922671,973.770818042747,984.985261390157,1004.6389240141116,963.930391969874,894.2246449148537,929.0775184423633,1009.230769230769,Midwest
"Lake County, TN",7687,817.408038374808,811.2174010689415,854.9120395908151,874.565702214769,783.7033440013536,737.5009130161516,760.6021285087525,823.076923076923,South
"Lake and Peninsula Borough, AK",1474,874.0004642166471,867.946725378619,932.751683702748,952.4053463267012,797.5108643916819,801.243201243201,799.377032817442,876.923076923077,West
"Lake of the Woods County, MN",3949,444.93392063919003,883.532104596766,925.4292307185515,945.0828933425046,763.871921448396,834.1159332873406,798.9939273678685,976.923076923077,Midwest
"Lamar County, AL",14133,573.453387475428,854.091653021319,912.4344824897303,932.0881451136837,846.0239381701693,773.8741109494343,809.9490245598017,847.6923076923075,South
"Lamar County, GA",18114,572.8677017853444,853.178697822004,902.204949620488,921.8586122444412,897.6758954822784,818.946609803843,858.31125264306,832.3076923076925,South
"Lamar County, MS",58885,103.12900203657576,816.047600371394,937.7400066240201,966.6158965873802,906.3888564057489,886.1921346232884,896.2904955145192,800.0,South
"Lamar County, TX",49566,794.6862840915186,860.7791753941002,911.3573658007407,931.0110284246942,873.5160348164721,805.7473985400978,839.6317166782848,833.5664335664336,South
"Lamb County, TX",13742,870.7462985647442,864.6323818124617,920.2241756069177,939.8778382308714,847.7336457252816,755.0541275892674,801.3938866572744,878.1538461538461,South
"Lamoille County, VT",25027,920.6473186216309,914.3844399047155,951.0001565080023,970.6538191319552,830.3199256749133,895.4025117915161,862.8612187332147,932.9670329670328,Northeast
"Lampasas County, TX",20219,707.788531367009,880.838423871229,935.3327398450022,947.7639079241784,822.9512218572688,841.3437137104644,832.1474677838667,890.3461538461537,South
"Lancaster County, NE",298080,836.9412267681178,920.6898785608998,943.1455687601103,954.4329886820267,931.3052463652633,907.2026336941946,919.2539400297289,910.6819747416763,Midwest
"Lancaster County, PA",530216,733.3250533541841,897.6976716944473,948.4895343414055,950.4661347717071,840.3419552588642,834.2775957215393,837.3097754902019,917.0576923076924,Northeast
"Lancaster County, SC",81263,669.6677934932638,849.1224113753254,909.731292837396,919.8835596774592,845.0123482568823,808.6960110243201,826.8541796406013,835.4125874125872,South
"Lancaster County, VA",11129,449.9921974391425,893.9304097279321,976.2617351960124,995.9153978199647,844.3895861918121,872.6665598932327,858.528073042522,897.2820512820514,South
"Lander County, NV",5946,0.0,,969.515593730059,989.169256354013,785.614427118059,773.329835606856,779.4721313624569,,West
"Lane County, KS",1674,909.915116708921,903.91120610505,979.788507670864,999.442170294817,776.761097325613,861.892436008053,819.326766666833,920.0,Midwest
"Lane County, OR",357060,837.3203207221578,909.8514997752894,940.4510422043328,942.7340438175383,887.5409663820565,883.9725739847055,885.7567701833811,905.0978157644822,West
"Langlade County, WI",19551,750.2468838241683,894.0835376032101,939.2340338784879,958.887696502441,848.0044789726638,827.6983249895243,837.851401981094,914.9230769230768,Midwest
"Lanier County, GA",10403,431.141557656125,852.5372753068509,894.4301747160665,926.0744206830259,808.809539434428,782.948424705964,795.8789820701954,883.076923076923,South
"Lapeer County, MI",88235,889.3966089280399,887.6977406679363,919.921854246107,925.1470902352644,875.1664773687412,836.9527690997037,856.0596232342224,893.0,Midwest
"Laramie County, WY",95431,616.1572593966533,923.3172016688708,968.096579384948,970.9942542018753,866.3437531138746,890.725254732975,878.534503923425,921.4564102564103,West
"Larimer County, CO",318227,815.2032527418385,945.6753377849575,970.5805397413145,967.2933416843435,930.610093500216,946.3214850373532,938.4657892687846,931.6776556776556,West
"Larue County, KY",14149,648.8159577606496,858.0483350180803,912.1263049989712,934.7334227581489,841.6190260842633,793.080559743545,817.349792913904,847.6923076923076,South
"Las Animas County, CO",14503,894.5220935128106,888.3166360107034,931.7275611063093,951.3812237302627,846.6842133716228,825.6890260234574,836.1866196975402,901.7948717948719,West
"Lassen County, CA",32645,877.7180970473887,871.4787152212456,912.3376107511665,931.9912733751197,847.4391946345941,821.9040893358169,834.6716419852053,872.3760683760685,West
"Latah County, ID",38339,663.5350595462643,922.514583172044,930.6552018707886,950.3088644947421,921.4816082029607,940.6289372400222,931.0552727214907,925.2307692307692,West
"Latimer County, OK",10774,888.7015972855853,882.522836631183,929.0934366805583,948.7470993045117,880.0192511542617,822.3840231538401,851.2016371540507,870.2564102564105,South
"Lauderdale County, AL",92737,712.9919735750502,863.0615465741824,919.5828734940995,946.2800372544206,901.1311301350062,821.0321092698604,861.0816197024332,831.2820512820513,South
"Lauderdale County, MS",79832,584.6136198908058,848.1572842478829,891.6413500689828,911.2950126929369,874.0084231051811,810.4676627678167,836.9856792929721,838.9230769230769,South
"Lauderdale County, TN",27427,835.9553328570438,829.780315473604,875.0707377835503,894.7244004075035,811.0275087714635,760.8121339412203,785.9198213563419,832.1025641025642,South
"Laurel County, KY",59751,659.2934313852015,850.9915905909598,902.4103067213787,922.0639693453318,807.4778375731262,774.8768734281665,791.1773555006463,853.8153846153846,South
"Laurens County, GA",47886,794.8780960037737,854.9424385959447,897.974642629671,917.6283052536243,863.6119470783548,801.8123435969999,832.7121453376774,829.3076923076924,South
"Laurens County, SC",66389,715.7861574702679,864.0990228190647,913.837025243584,930.0883879284877,848.2827487192277,796.9530835106206,822.6179161149239,855.1208791208791,South
"Lavaca County, TX",19549,901.6992053500109,895.5896776505386,954.0951411471347,973.7488037710888,873.9209341488823,786.8100809192287,830.3655075340556,907.4358974358975,South
"Lawrence County, AL",33586,677.2740017364291,863.9830192230683,918.8502487861871,940.7572228521531,883.4940252997056,777.9897593144309,830.741892307068,836.1758241758242,South
"Lawrence County, AR",17029,865.5197478978886,859.2145422319039,886.2912908967642,905.9449535207177,857.5811408238757,781.2396668273244,819.4104038256,876.1538461538462,South
"Lawrence County, IL",16665,846.3187803535304,840.1050275618102,882.9102482426931,902.5639108666467,866.86011443762,807.7033565009898,837.281735469305,805.846153846154,Midwest
"Lawrence County, IN",45814,601.9937429415771,854.0156147018023,932.5309010829927,952.184563706946,846.8668600943565,817.6478930161456,832.257376555251,814.2857142857144,Midwest
"Lawrence County, KY",15821,671.8771304751765,833.065212096931,900.4626055240476,922.5443115139273,836.8615139943907,757.4590361403676,797.160275067379,817.6923076923077,South
"Lawrence County, MO",38244,489.9985999393569,851.3626579730491,905.0617036628528,924.715366286806,794.9434804220975,809.2846280995053,802.1140542608015,863.4615384615385,Midwest
"Lawrence County, MS",12586,853.4791655780654,847.429644692667,911.3086465480947,930.9623091720481,830.2693191264017,789.317908286003,809.7936137062023,825.128205128205,South
"Lawrence County, OH",61827,762.273567589341,864.3123197923238,921.3990659297384,943.4807719196178,876.4715932744191,815.3182222356505,845.8949077550348,829.5604395604396,Midwest
"Lawrence County, PA",89162,884.3767210928296,881.7714876316679,925.5397673507736,933.7656863243498,857.2390582752543,836.2162970844786,846.7276776798666,876.7582417582418,Northeast
"Lawrence County, SD",24645,372.44008227326395,924.7549752579655,954.8823420929599,974.5360047169136,922.3123877767924,890.2792485142563,906.2958181455244,896.153846153846,Midwest
"Lawrence County, TN",42226,860.0677319876359,853.9348742084823,905.6084208168337,925.262083440787,848.4206258475419,780.1316035351875,814.2761146913649,845.5944055944055,South
"Le Flore County, OK",49899,852.6142242034485,846.496175761899,899.9511612464426,919.6048238703958,814.1445442175927,798.1603700441528,806.1524571308727,837.1794871794872,South
"Le Sueur County, MN",27707,760.6858184543316,913.9633813936096,962.3673602847384,958.7848430107724,876.6535063614729,850.8224655731175,863.7379859672952,923.3846153846156,Midwest
"Lea County, NM",68149,864.0347149464413,858.0369445195377,931.0748860137222,950.7285486376754,802.4256809660486,751.7977377892144,777.1117093776315,874.7521367521367,West
"Leake County, MS",23153,664.6086360423731,824.737919288577,894.0375384934578,913.6912011174109,768.7325842097208,764.960169628765,766.846376919243,831.5384615384614,South
"Leavenworth County, KS",78227,788.6046721435116,898.1552617898986,949.6578342997423,959.4873323602054,890.8899885969805,870.1677535503475,880.5288710736639,881.3626373626374,Midwest
"Lebanon County, PA",135776,832.3172353598023,887.2521107345972,947.9123011193876,955.819536997168,812.8452592428561,822.6878357347802,817.766547488818,905.8355437665786,Northeast
"Lee County, AL",150982,466.8698553648715,892.3006484459809,921.6871876078962,946.7706842928393,919.4313801163136,897.6675811868074,908.5494806515601,870.2637362637362,South
"Lee County, AR",9966,831.156193313671,824.8870943121735,856.7944917977981,876.4481544217512,866.670509885991,728.5999681619958,797.635239023993,822.6923076923077,South
"Lee County, FL",663675,650.1039942302998,910.0801767153707,959.6758920448166,966.789349262691,890.8679872249603,856.5859694085259,873.9384532212046,903.5524475524475,South
"Lee County, GA",28946,367.9664625777964,911.5228933372965,955.0681075873217,981.7652713476425,882.170197714154,845.7854660732146,863.9778318936844,915.538461538462,South
"Lee County, IA",35369,882.3851449968565,876.2171892974694,924.3350456755834,943.9887082995369,828.2288744008765,835.5612427079013,831.8950585543888,875.8041958041958,Midwest
"Lee County, IL",35027,906.679454389926,900.4936729918558,947.2808070477427,966.9344696716964,894.785500018794,834.0801401001203,864.4328200594571,892.3076923076924,Midwest
"Lee County, KY",7119,828.3051471092407,822.0731861896187,857.7170316444798,877.370694268433,857.6729232594533,741.521932841476,799.5974280504647,810.2564102564103,South
"Lee County, MS",85036,642.5924237226214,865.9083080906595,919.7935874500492,939.4472500740026,848.309123018395,826.9509002515293,837.6300116349621,866.2051282051282,South
"Lee County, NC",59418,660.8843951407091,853.0012367975432,912.2945483335493,931.9482109575031,843.8361393582783,800.9988020343997,822.4174706963391,856.6153846153845,South
"Lee County, SC",18461,480.84394712773104,835.3033634069658,881.1568154101743,900.8104780341279,868.1991885375155,763.9620276141503,816.080608075833,817.8461538461536,South
"Lee County, TX",16664,894.5181105266253,888.423164181441,948.5858360456577,968.2394986696111,850.1874347004955,798.7514463466207,824.4694405235582,896.923076923077,South
"Lee County, VA",25206,720.1077155583635,857.885121672996,890.4619086804314,910.1155713043845,847.0422675481196,758.9923775564122,803.0173225522659,878.1538461538461,South
"Leelanau County, MI",21772,421.77949159092026,977.8766486251698,998.0997111171131,1017.753373741064,911.0114017500833,941.9046026502974,926.4580022001907,977.6923076923078,Midwest
"Leflore County, MS",31516,834.6029071581282,828.2388328358247,847.2080759990724,866.8617386230255,888.2696141530689,768.7007547426322,828.4851844478503,810.5769230769233,South
"Lehigh County, PA",356756,844.586369991618,904.2564782973976,949.6551699472649,949.052152254711,869.5361065252555,852.9381744151848,861.2371404702202,912.3423618634887,Northeast
"Lemhi County, ID",7790,878.7999498032,872.676836659764,926.9924890371123,946.646151661066,726.6231877900327,852.3150192423136,789.4691035161733,909.74358974359,West
"Lenawee County, MI",98902,825.8207645344967,898.1941144254968,929.8099286123386,949.4635912362921,908.6365538804693,838.4793595946652,873.5579567375672,890.3296703296702,Midwest
"Lenoir County, NC",58782,740.7808505521075,848.5772692268366,897.209779376753,916.8634420007062,865.0316071946179,771.6228786610571,818.3272429278373,832.0236686390533,South
"Leon County, FL",282940,768.6202959770308,913.4862613706357,927.0049789283795,937.4807057022743,959.9841138203697,927.6754087548409,943.8297612876054,882.5775978407557,South
"Leon County, TX",16819,0.0,,962.9303864958266,982.5840491197787,815.0281162823239,806.5292921011529,810.7787041917386,,South
"Leslie County, KY",10997,564.099416750921,839.9194887730205,874.537756353394,894.191418977347,877.2161639265901,716.4566630779667,796.836413502278,843.846153846154,South
"Letcher County, KY",23671,482.3554865712564,837.9875299556422,888.2294785277026,907.8831411516559,858.6311680349198,755.9427173212638,807.2869426780918,816.5384615384615,South
"Levy County, FL",39821,516.3922914715802,858.063575354456,916.7577512389639,925.1432642383518,851.6527823044021,794.5492501389225,823.1010162216623,842.3296703296704,South
"Lewis County, ID",3812,893.145878376597,886.9334296221094,929.164416139256,948.8180787632091,804.6770558089855,809.6828708003319,803.5019032785236,935.0256410256412,West
"Lewis County, KY",13790,856.9549234066222,850.7099089748949,885.8305699690547,905.484232593008,864.5349298586707,757.4383756437772,810.986652751224,857.3076923076923,South
"Lewis County, MO",10172,882.714448188115,876.4664842821232,912.5263358539369,932.17999847789,868.3008555183605,814.2792235253193,841.2900395218397,878.0769230769232,Midwest
"Lewis County, NY",27124,400.1758384993977,927.3210176798743,938.5509833357899,958.2046459597432,832.3061876159911,831.4269353311582,831.8665614735748,1029.7435897435905,Northeast
"Lewis County, TN",11944,846.5746727577755,840.4956807188184,899.1319376485695,918.7856002725234,748.59160442178,791.598999431887,770.0953019268329,857.6923076923076,South
"Lewis County, WA",75515,844.1191757874449,882.3624429456695,927.6593847317896,947.313047355743,828.4075786808601,824.6386372691775,826.5231079750189,896.6801619433201,West
"Lewis County, WV",16434,864.2493048164822,858.1637689315414,917.6786448509602,937.3323074749136,838.9003613683032,811.5908067828602,825.2455840755817,835.0769230769231,South
"Lewis and Clark County, MT",65357,720.0017662101147,910.1983828358148,964.1585872995499,983.8122499235026,825.7356776410224,913.5504732587925,869.6430754499075,907.9720279720277,West
"Lexington County, SC",273843,709.7576903952645,901.4325102805386,951.7788412496144,964.8674890670131,876.9637008451649,870.6462349402393,873.804967892702,885.199478487614,South
"Lexington city, VA",7071,0.0,,865.809245472756,885.4629080967101,1093.07900771315,894.6198310360161,993.8494193745852,,South
"Liberty County, FL",8295,447.8504781534365,889.458698731828,897.159877423868,916.8135400478211,833.631727801265,780.5134372945345,807.0725825479,898.461538461539,South
"Liberty County, GA",64427,636.4212211421259,863.0521536449679,907.2304748641999,922.3089086168269,809.0731585868922,844.0787728534966,826.5759657201944,864.6153846153848,South
"Liberty County, MT",2369,863.2825777341881,857.325354456404,936.288699564415,955.942362188368,721.8549551924059,789.240884638374,755.54791991539,890.769230769231,West
"Liberty County, TX",77486,732.8905188174723,855.4595114053076,918.6001655456213,917.2467452597803,822.2489957929196,764.4387392329745,793.3438675129472,859.9487179487179,South
"Licking County, OH",168693,522.8243336467866,877.1655863606857,946.9483518806848,957.7482327089725,890.8558720156503,849.5125516937762,870.1842118547131,854.8744939271255,Midwest
"Limestone County, AL",88805,543.7667436660724,865.0823617757645,941.1188414967116,957.2020842628924,862.384781491686,812.73544145344,837.5601114725629,848.0000000000002,South
"Limestone County, TX",23454,856.399241752922,850.2711451455328,902.6561531136352,922.3098157375885,803.2944609315881,772.6766919451552,787.9855764383717,866.153846153846,South
"Lincoln County, AR",14062,837.5481761581273,831.2427742978707,865.9451603077205,885.5988229316737,776.7557401683002,778.6010990542028,777.6784196112512,861.9230769230768,South
"Lincoln County, CO",5478,875.1405036333194,868.6859790222205,876.1214162674645,895.7750788914175,802.0941027342981,800.1334664163105,801.1137845753045,935.3846153846155,West
"Lincoln County, GA",7720,869.5442766494145,863.9618326475475,928.3624398213431,946.4755773851805,817.6535074426711,785.223898927763,801.438703185217,866.923076923077,South
"Lincoln County, ID",5260,865.129675647954,858.8441478653081,888.628639923596,908.2823025475492,802.085919849992,766.0317460317459,784.058832940869,909.2307692307688,West
"Lincoln County, KS",3154,904.103128113997,897.919643745261,944.79835834635,964.452020970303,788.461538461538,863.497704723826,825.9796215926821,927.692307692308,Midwest
"Lincoln County, KY",24498,697.5502877450381,831.050893298239,896.5725431981728,916.226205822126,775.8265704071323,765.4751371013632,770.6508537542478,826.0615384615385,South
"Lincoln County, ME",34156,839.0112285419651,926.0524279867839,974.9011425989918,994.554805222947,860.7218819478452,903.0972821890541,881.9095820684491,924.7692307692312,Northeast
"Lincoln County, MN",5808,924.1174967845946,917.87193571795,956.2601857594675,975.913848383421,868.3541164904931,846.7332358960275,857.5436761932605,943.076923076923,Midwest
"Lincoln County, MO",53850,122.41266539361285,852.286615224201,926.7735589958081,941.6851724869973,834.0298884744616,818.6130396080022,826.3214640412319,835.3846153846149,Midwest
"Lincoln County, MS",34765,270.02252160384216,803.9950841107575,895.7851134515358,915.4387760754888,854.3846462904571,814.8584438234957,834.6215450569763,770.0,South
"Lincoln County, MT",19337,714.2573866079027,886.656895758733,932.1152566990479,951.7689193230011,870.1470981730765,840.7707034416626,855.4589008073699,883.076923076923,West
"Lincoln County, NC",79578,887.1951307038606,884.0503509993904,948.6523438127523,958.8046106528161,827.6367966383742,827.5132607324235,827.5750286853989,881.1111111111111,South
"Lincoln County, NE",35896,919.4862157730763,913.2683148077764,955.6458187459818,975.299481369935,888.6874444066628,848.9880902128562,868.8377673097597,918.6538461538462,Midwest
"Lincoln County, NM",19931,543.3755907073438,899.3872179932767,944.619371718791,964.2730343427442,825.0736799804072,861.3217959637857,843.1977379720963,930.102564102564,West
"Lincoln County, NV",5194,897.5744944149565,891.372131962379,934.9869150154946,954.6405776394474,823.158947351338,851.9953862060665,837.5771667787019,905.3846153846155,West
"Lincoln County, OK",34504,754.3346268020267,876.1776723429133,932.2525052763341,944.6836733555105,844.8068996483333,810.5196812055708,827.6632904269519,873.8461538461535,South
"Lincoln County, OR",46347,799.2607531168884,893.0454560888054,946.9999459754277,966.6536085993808,818.1096852321683,862.3460180221324,840.2278516271502,892.1628959276017,West
"Lincoln County, SD",49874,420.40360736902005,921.0682094429112,992.1779374138474,1004.1178669092635,866.8160319696725,910.9772341503889,888.8966330600309,931.2615384615385,Midwest
"Lincoln County, TN",33550,868.7951260566829,862.721985952959,924.3082678668917,943.9619304908451,824.146766174864,807.2414120084949,815.6940890916794,852.4786324786323,South
"Lincoln County, WA",10363,915.4455677675925,909.1814138198848,944.3523373228203,964.0059999467738,841.2610786891858,854.656873486808,847.9589760879967,939.2307692307695,West
"Lincoln County, WI",28286,907.2735526086426,901.1142224154189,952.0653904095055,971.719053033459,851.2536980939319,832.2898027782634,841.7717504360977,913.692307692308,Midwest
"Lincoln County, WV",21560,667.845384989284,828.8542949472898,903.9716018358222,923.6252644597755,805.367403512216,757.2244366218422,781.2959200670288,803.0769230769232,South
"Lincoln County, WY",18316,682.0594859893413,903.2823028222193,968.0128044401503,987.6664670641026,787.0622131451782,857.989206275765,822.5257097104718,939.4871794871797,West
"Lincoln Parish, LA",47349,718.7985795139035,891.9848486507295,905.2319553013124,924.8856179252658,955.1678700459479,881.455334790328,918.3116024181387,875.9615384615383,South
"Linn County, IA",216640,762.4025043129537,922.0954961883111,966.0945631140183,982.3459257989223,902.070831848238,887.2943444009209,894.6825881245793,913.925155925156,Midwest
"Linn County, KS",9528,453.495416621468,903.933578816854,954.744848204183,964.574346264646,867.2382601901111,826.9121265118599,847.0751933509855,875.384615384615,Midwest
"Linn County, MO",12401,875.6646189639375,869.4559229164194,910.7178891144476,930.3715517384011,841.9729208153461,818.3207125224358,830.146816668891,869.8461538461536,Midwest
"Linn County, OR",118971,631.4951378681017,880.9112044675136,920.8675815759717,930.8583778166086,849.1133304213492,837.337731419832,843.2255309205906,887.9999999999999,West
"Lipscomb County, TX",3483,915.4429478925481,909.3581545549434,972.5550092979286,992.2086719218823,839.0796111726345,804.199732151962,821.6396716622985,942.3076923076919,South
"Litchfield County, CT",186304,871.982134875922,940.1193254496333,1005.7267988888011,1025.380461512754,888.392862804708,896.3522609216596,892.3725618631837,922.8477905073651,Northeast
"Little River County, AR",12720,433.1839166488837,859.6087009864005,910.7883119303131,932.520755957938,817.7490047037563,799.8644202512015,808.8067124774788,858.4615384615386,South
"Live Oak County, TX",11873,875.6635639914365,869.5121500801263,919.8901224140108,939.543785037964,806.1500306593632,779.9824918546143,793.066261256989,902.3076923076922,South
"Livingston County, IL",37689,893.3560289467403,887.2796238333336,950.6024435503032,970.2561061742563,844.1989271531672,823.8586597357264,834.0287934444468,881.9999999999998,Midwest
"Livingston County, KY",9394,430.894868502442,855.6834266559459,927.016036953624,946.6696995775769,873.2144761319045,799.3019567486165,836.2582164402611,824.615384615385,South
"Livingston County, MI",184591,860.8181657967033,936.031891404528,986.7115751125467,991.9368111017043,904.8409523266331,903.9245826208153,904.3827674737241,914.8626373626373,Midwest
"Livingston County, MO",15042,881.4920007420245,875.3225209674707,923.220698759936,942.8743613838893,804.4583682838378,828.8406964643251,816.6495323740817,890.5230769230769,Midwest
"Livingston County, NY",64801,718.2680853303519,896.5533236846571,893.728659200896,897.3982096440966,911.0784778148591,858.445692039426,884.7620849271427,939.6666666666666,Northeast
"Livingston Parish, LA",133949,208.4752703696848,882.5549127110535,949.1041385928048,960.228870581516,866.5414314031071,808.6427063206177,837.5920688618626,863.1153846153848,South
"Llano County, TX",19323,604.2741092274712,900.3951427991512,992.6757732969226,1012.3294359208747,813.9813187904409,861.1048802355172,837.543099512979,905.8461538461538,South
"Logan County, AR",22001,869.5722418657436,863.4138818325041,911.9194720332262,931.5731346571796,849.1436724585639,793.848311757151,821.4959921078571,859.7435897435898,South
"Logan County, CO",21928,746.0265583182733,889.075477825596,940.6686293953752,960.322292019329,855.7334566311656,825.969060347248,840.851258489207,893.5384615384613,West
"Logan County, IL",29956,890.5420215451712,884.3575566823747,932.2093822745246,951.863044898478,847.2711656019445,844.4225759154587,845.8468707587015,879.6153846153845,Midwest
"Logan County, KS",2793,913.35786384355,907.254873705624,967.365766368122,987.019428992075,827.668852842893,850.514403292181,839.091628067537,920.0,Midwest
"Logan County, KY",26851,853.4202393700324,847.3248423997538,904.1817423785282,923.8354050024814,807.6800703821573,778.3580440372747,793.0190572097159,848.7179487179487,South
"Logan County, ND",1945,901.751120631319,895.821552202545,983.216546354068,1002.87020897802,817.977542760151,784.9134948096889,801.44551878492,912.307692307692,Midwest
"Logan County, NE",851,913.841842567213,907.6289810464692,950.538038749899,970.191701373852,921.356421356421,853.962703962704,887.659562659563,886.153846153846,Midwest
"Logan County, OH",45484,881.8531975940572,875.8099094112403,943.1009838845874,962.7546465085414,803.4107642365049,825.8938918599903,814.6523280482477,875.6643356643358,Midwest
"Logan County, OK",44493,442.85884196580423,881.7193344582407,937.5610795330858,949.9922476122613,875.4603357919216,853.860689497214,864.6605126445679,885.3846153846155,South
"Logan County, WV",35760,758.4227526666859,847.1737304948452,911.0426943286127,930.6963569525661,823.3120516745926,759.5047337993294,791.408392736961,850.9615384615386,South
"Long County, GA",16588,0.0,,897.7141258797924,912.7925596324201,755.8676854808464,818.5636479522304,787.2156667165385,878.461538461538,South
"Lonoke County, AR",70691,764.7085686846343,869.4925709967348,933.8887562620265,948.3010115087721,850.1756795722949,825.3842217003171,837.779950636306,843.8461538461539,South
"Lorain County, OH",303152,734.6109650547903,884.9775366118331,934.1824384815012,953.8361011054544,879.613205143176,836.3259115971889,857.9695583701824,873.5856079404466,Midwest
"Los Alamos County, NM",17939,1007.5475365811748,1001.3615763461422,1053.9180916349974,1073.5717542589525,895.0952250600541,1065.341640177005,980.2184326185288,973.0384615384614,West
"Los Angeles County, CA",10038388,768.0154716794829,908.4384710317994,938.7216971212287,914.2327157431204,923.0864588969606,803.6536239450331,863.087982787513,932.2290192497907,West
"Loudon County, TN",50229,614.0242794940061,871.931933932827,946.8754239607619,963.970204422405,817.4782943179281,830.1460140989833,823.8121542084557,857.8021978021977,South
"Loudoun County, VA",351129,834.8736314860332,977.4151254595903,1038.3475046371375,1011.9439763195445,924.5853239550221,969.1707261671451,946.8780250610837,958.0404858299594,South
"Louisa County, IA",11271,908.8295527846311,902.6625879879049,952.3686637206583,972.022326344612,861.1695337232763,794.2478106399793,827.7086721816277,933.8461538461537,Midwest
"Louisa County, VA",33986,591.1743221892549,880.7332422287884,960.9180704615752,980.5717330855291,830.2004749918241,817.1271714054224,823.6638231986232,876.923076923077,South
"Loup County, NE",548,935.937431489422,929.643226247794,961.082240187458,980.7359028114108,921.0526315789472,857.597454256166,889.325042917556,940.0,Midwest
"Love County, OK",9663,871.4216467540306,865.2517445752331,911.4917395698809,931.145402193834,855.4068759729744,792.497181238249,823.9520286056113,863.076923076923,South
"Loving County, TX",117,853.675674436815,847.870350932838,950.287609403052,969.941272027006,,774.213836477987,774.213836477987,828.461538461538,South
"Lowndes County, AL",10742,842.4111316256052,837.0770446405088,888.7038522965547,905.7986327581971,828.8274064839243,769.2419283080127,799.034667395968,826.153846153846,South
"Lowndes County, GA",113203,743.8244213609577,875.3090909665907,894.6914688379221,926.3357148048816,904.0893687799331,839.159837554549,871.6246031672408,857.6556776556777,South
"Lowndes County, MS",59699,554.4028988953743,856.141834640464,909.4775373293721,929.1311999533253,857.9454126312312,825.9235749405382,841.9344937858848,853.1623931623932,South
"Lubbock County, TX",290782,527.6449596204887,893.6926970464659,926.3818757601516,936.6957859879027,913.3286469763876,841.5632489031981,877.4459479397926,876.0675422138837,South
"Lucas County, IA",8731,886.9148349250255,880.7792273195505,934.056802095783,953.710464719736,829.692469281737,830.4464780521578,830.069473666947,881.5384615384617,Midwest
"Lucas County, OH",436261,568.3452478273583,860.5674814264802,910.2322461644908,927.4962767630327,880.5008707230196,838.9112787702794,859.7060747466495,837.4443438914028,Midwest
"Luce County, MI",6477,446.78491665981323,887.1967412379979,905.709365857209,925.3630284811625,813.3310527655581,816.6373509494409,814.9842018575,924.230769230769,Midwest
"Lumpkin County, GA",30921,0.0,,927.3974226146368,933.4065510291989,951.7102152138949,857.0029866016135,904.3566009077542,,South
"Luna County, NM",24789,700.83869445355,834.7245376825264,865.5776669578664,885.2313295818199,838.494942741905,721.7175233088993,780.1062330254023,867.0769230769231,West
"Lunenburg County, VA",12558,867.319878446557,861.1068501426057,902.0053438590447,921.6590064829976,877.3846968503893,767.9438865158027,822.664291683096,861.5384615384615,South
"Luzerne County, PA",320095,849.5966339930858,888.5395830638124,936.8260404937453,949.4213104156548,879.0123096950725,841.6521206253447,860.3322151602086,870.5501165501165,Northeast
"Lycoming County, PA",116656,806.0402828839469,895.5386893672256,932.493642291798,943.4558613746998,861.8340714339784,842.5989581915047,852.2165148127414,905.8343195266273,Northeast
